web-scraper-order,web-scraper-start-url,profile,profile-href,brand,model,price,stars,t2size,t2width,arch,weight,comfort,style,comment
1588906412-5023,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/asics-gel-nimbus-22-mako-blue-mako-blue/product/9315741/color/684988,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,5Rated 5 stars out of 5,,
1588907256-7908,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-roav-black-energy-red/product/9191252/color/692269,New Balance,Fresh Foam Roav,$65.99 ,4Rated 4 stars out of 5,88%,100%,81%,Weight: 11 oz,,,"The high back, even though soft, is a bit of an irritant and rubs on the ankle area. Hoping to get accustomed to it and it just becomes something I don't notice."
1588907065-7056,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/hoka-one-one-bondi-6-deep-teal-green-oasis/product/9052010/color/813652,Hoka One One,Bondi 6,$149.95 ,4Rated 4 stars out of 5,82%,85%,72%,Weight: 13 oz,,2Rated 2 stars out of 5,
1588906777-6208,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/spira-phoenix-royal-black-white/product/9339973/color/19701,Spira,Phoenix,$134.95 ,null,null,null,null,Weight: 12 oz,,,
1588907044-6963,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/mizuno-wave-rider-23-beetle-metalic-shadow/product/9221768/color/809985,Mizuno,Wave Rider 23,$94.95 ,4Rated 4 stars out of 5,43%,86%,80%,Weight: 10 oz,2Rated 2 stars out of 5,,
1588906583-5429,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/altra-footwear-duo-1-5-blue-green/product/9262274/color/9436,Altra Footwear,Duo 1.5,$90.99 ,3Rated 3 stars out of 5,100%,100%,100%,Weight: 10 oz,,,"Very lightweight. Soles on these shoes have a very nice shock-absorbing property for long runs, or for me, a person who tends to strike the ground hard. I liked them, but returned them because of about 5mm excess material where the tongue is sewn to the shoe; it bunches and irritates the top of the foot. Too bad. My suggestion?  The soles of the Duo married to the uppers of the Torin would produce a perfect high-stack, light-weight shoe. Call it the Durin ...  (I own over ten different Altra shoes.)"
1588907531-9313,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-revolution-5-black-white-anthracite/product/9266704/color/147543,Nike,Revolution 5,$65.00 ,4Rated 4 stars out of 5,86%,93%,57%,Weight: 11.4 oz,3Rated 3 stars out of 5,,
1588907237-7782,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/nike-renew-run-iron-grey-metallic-copper-dark-smoke-grey/product/9307245/color/839215,Nike,Renew Run,$50.00 ,5Rated 5 stars out of 5,73%,77%,82%,Weight: 12.2 oz,,,The Nike Renew Run is a great mid-priced trainer.  I expect to get reasonably high mileage in the shoe given other similar products.  the Renew Run fits exactly as all Nike training shoes fit...order 1/2 size larger than your street shoe and you will be fine.  Great value in my opinion.
1588907883-11239,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/brooks-adrenaline-gts-20-white-black-grey/product/9221992/color/1858,Brooks,Adrenaline GTS 20,$130.00 ,4Rated 4 stars out of 5,84%,90%,66%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588906184-3913,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=8,,https://www.zappos.com/p/adidas-running-nova-flow-onix-footwear-white-signal-green/product/9315084/color/840141,adidas Running,Nova Flow,$65.00 ,5Rated 5 stars out of 5,100%,100%,100%,Weight: 8 oz,,,"I was in need of some new shoes for walking during this pandemic. I bumped up my daily walk from 5 to 8 miles a day (I try to walk a sub 15 minute mile consistently). I had ordered some Adidas trail shoes and although they were nice they were heavy and not good for the walking that I’m doing. I received my Nova Flows and put them to the test and they were great. Cushioning was great, sung running shoe fit and a thin tongue which helps as not to bruise the top of your foot. I like these so much I’m considering buying an identical pair for when I wear them out, because at this point no one knows when we’re going back to a normal life. But seriously, I’d recommend these shoes. Stay safe ?"
1588907943-11621,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gel-contend-6-grand-shark-vibrant-yellow/product/9314672/color/839973,ASICS,GEL-Contend® 6,$44.94 ,4Rated 4 stars out of 5,92%,75%,69%,Weight: 10 oz,,,At first they felt good. Nice and light but after a couple of weeks me feet really hurt. Was wondering if I could return them. I wore them its ok if I can't.
1588906660-5694,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=6,,https://www.zappos.com/p/inov-8-f-litee-230-v2-blue-white/product/9170243/color/1418,inov-8,F-Lite™ 230 V2,$125.00 ,4Rated 4 stars out of 5,80%,77%,88%,Weight: 9 oz,,,"My son has literally had this same pair of shoes (same color. Black/white) from size 3 to size 8. He’s going to die if they ever stop 
Producing.  There’s an occasional difference over the years of ordering them. But these size 8, by far have been the best quality in the last few purchases. Highly recommend !!"
1588907534-9337,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-flex-experience-run-9-black-dark-smoke-grey/product/9312402/color/839225,Nike,Flex Experience Run 9,$65.00 ,4Rated 4 stars out of 5,57%,59%,80%,Heel Height: 1 2?5 in,,,They are great shoes but run extremely narrow. Fit great tho with thin socks.
1588906994-6768,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-charged-pursuit-2-versa-blue-white-white/product/9315950/color/840525,Under Armour,Charged Pursuit 2,$70.00 ,5Rated 5 stars out of 5,100%,100%,50%,Heel Height: 1 2?5 in,,,My favorite pair of sneakers that I got from Zappos. Love them! Everything is good with them.
1588907692-10232,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-quantum-180-4-black-black/product/9134647/color/183092,ASICS,GEL-Quantum 180 4,$89.95 ,4Rated 4 stars out of 5,90%,81%,73%,Weight: 14 oz,5Rated 5 stars out of 5,,
1588906831-6355,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/under-armour-ua-hovr-sonic-2-royal-royal-white/product/9141922/color/130907,Under Armour,UA Hovr Sonic 2,$81.25 ,4Rated 4 stars out of 5,81%,94%,67%,Weight: 13 oz,,,Perfect fit. Look great.
1588906864-6431,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/saucony-versafoam-flare-grey/product/9161114/color/401,Saucony,Versafoam Flare,$69.95 ,4Rated 4 stars out of 5,100%,100%,80%,Weight: 8 oz,,5Rated 5 stars out of 5,
1588907600-9670,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-revel-3-navy-flint-stone-grey/product/9223537/color/836839,Brooks,Revel 3,$79.95 ,5Rated 5 stars out of 5,88%,86%,71%,Weight: 9 oz,,,"After about two weeks and maybe a little over 30 miles in, I'm still loving these shoes. They felt great the second I put them on, and now that I have broken them in some, they feel even better.

I love how these shoes fit my feet like a glove. I normally wear a 9.5, that's the size I ordered, and that's the size I would stick with.

I chose the primer/ebony/black color combo and love how they look in person. I also love the woven material used in the shoe -- really cool texture and very breathable.

I used to wear Nike shoes almost exclusively (they do make great shoes), but I am now very much a Brooks fan. I highly recommend the Revel 3 (even if you're a walker and not a runner)."
1588907540-9377,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-flex-experience-run-9-light-smoke-grey-black-particle-grey/product/9312402/color/855998,Nike,Flex Experience Run 9,$65.00 ,4Rated 4 stars out of 5,57%,59%,80%,Heel Height: 1 2?5 in,,,Another reviewer said these ran narrow. I have a narrow foot and they were way to narrow for me. Returned them.
1588907609-9712,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-revel-3-black-burnt-ochre-green/product/9223537/color/851448,Brooks,Revel 3,$79.95 ,5Rated 5 stars out of 5,88%,86%,71%,Weight: 9 oz,,,"This is a cute, fun winter running shoe.  A bit ""glittery"" for some, though.  Fits well.  Provides neutral support.  Feels good on the foot."
1588907082-7140,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/saucony-versafoam-cohesion-12-gunmetal-black/product/9161123/color/53411,Saucony,Versafoam Cohesion 12,$39.95 ,4Rated 4 stars out of 5,90%,98%,89%,Weight: 9 oz,,,Great fit and style. Very reasonably priced as well.  Easy to find on the website with very fast delivery. I can’t begin to tell you the problems I had with Amazon with the same product.
1588907478-9008,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-revolution-5-platinum-tint-white-pink-blast/product/9266704/color/839241,Nike,Revolution 5,$65.00 ,4Rated 4 stars out of 5,86%,93%,57%,Weight: 11.4 oz,1Rated 1 stars out of 5,,
1588907248-7844,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fuelcell-echo-black-magnet/product/9279498/color/363604,New Balance,Fuelcell Echo,$99.99 ,4Rated 4 stars out of 5,80%,89%,89%,Weight: 12 oz,3Rated 3 stars out of 5,,
1588906327-4582,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-nova-run-footwear-white-legend-ink-dark-blue/product/9221117/color/809605,adidas Running,Nova Run,$90.00 ,5Rated 5 stars out of 5,100%,100%,100%,Weight: 13 oz,,5Rated 5 stars out of 5,
1588907353-8334,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-more-gunmetal-lead/product/9191213/color/560193,New Balance,Fresh Foam More,$87.97 ,4Rated 4 stars out of 5,78%,83%,78%,Weight: 12 oz,,4Rated 4 stars out of 5,
1588907353-8331,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fresh-foam-more-gunmetal-lead/product/9191213/color/560193,New Balance,Fresh Foam More,$87.97 ,4Rated 4 stars out of 5,78%,83%,78%,Weight: 12 oz,5Rated 5 stars out of 5,,
1588906432-5167,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/asics-gel-kayano-26-grey-black/product/9214830/color/408,ASICS,GEL-Kayano® 26,$119.95 ,4Rated 4 stars out of 5,79%,86%,70%,Weight: 13 oz,,,I liked the look of these shoes but they felt like they had a lot of support at the heel and toes without enough support in the middle of the foot. I spent a week walking around and running in these shoes. My feet were hurting as it felt like pressure was being put on the ball of the foot or base of the toes due to that feeling of minimal support in the mid-foot. I liked the look but returned the shoes and went with Brooks Adrenaline which has cushy support for the entire foot.
1588906387-4863,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=7,,https://www.zappos.com/p/adidas-running-energyfalcon-core-black-white-core-black/product/9221125/color/534456,adidas Running,Energyfalcon,$69.50 ,4Rated 4 stars out of 5,50%,83%,73%,Weight: 15 oz,2Rated 2 stars out of 5,,
1588907774-10628,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-contend-5-walker-black-black/product/9215603/color/183092,ASICS,GEL-Contend® 5 Walker,$58.94 ,5Rated 5 stars out of 5,40%,87%,87%,Weight: 10 oz,,,Very lightweight and comfortable a typical good Asics product.
1588906976-6705,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/under-armour-charged-rogue-2-black-halo-gray-white/product/9315964/color/840461,Under Armour,Charged Rogue 2,$80.00 ,5Rated 5 stars out of 5,50%,100%,50%,Heel Height: 1 2?5 in,,,"I have high arches , long feet and under pronate.  These help me so much, I work out and play tennis in them. They are a half size too small for me, because the toe box is a little tight. I love them though, and they are getting rid of my shin splints."
1588906814-6295,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=5,,https://www.zappos.com/p/altra-footwear-vanish-r-gray-lime/product/8977687/color/91451,Altra Footwear,Vanish-R,$99.95 ,3Rated 3 stars out of 5,42%,50%,64%,Weight: 5 oz,,,"I’m a women’s 11 and typically wear a 10.5 in all other Altra models. For this pair, the 12 fit perfectly. Not sure why this one is so different but recommend sizing up. It’s much more of a lightweight/firm racer than the escalante. Once I finally managed to get the right size, I just love it."
1588907432-8770,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-air-zoom-pegasus-36-trail-aura-blackened-blue-light-armory-blue/product/9191850/color/839227,Nike,Air Zoom Pegasus 36 Trail,$130.00 ,4Rated 4 stars out of 5,83%,100%,67%,Weight: 14.4 oz,,5Rated 5 stars out of 5,
1588907248-7853,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=3,,https://www.zappos.com/p/new-balance-fuelcell-echo-black-magnet/product/9279498/color/363604,New Balance,Fuelcell Echo,$99.99 ,4Rated 4 stars out of 5,80%,89%,89%,Weight: 12 oz,,,Heel counter feels a little rough.
1588907598-9654,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/brooks-revel-3-red-biking-red-peacoat/product/9223537/color/810931,Brooks,Revel 3,$79.95 ,5Rated 5 stars out of 5,88%,86%,71%,Weight: 9 oz,,,"This is a cute, fun winter running shoe.  A bit ""glittery"" for some, though.  Fits well.  Provides neutral support.  Feels good on the foot."
1588907962-11728,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/asics-gt-2000-8-orange-pop-metropolis/product/9300940/color/840654,ASICS,GT-2000 8,$119.95 ,4Rated 4 stars out of 5,75%,69%,65%,Weight: 10 oz,5Rated 5 stars out of 5,,
1588907845-11047,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/new-balance-990v5-black-silver/product/9188289/color/147,New Balance,990v5,$174.95 ,4Rated 4 stars out of 5,89%,88%,74%,Weight: 14 oz,,4Rated 4 stars out of 5,
1588907781-10657,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=1,,https://www.zappos.com/p/asics-gel-nimbus-22-black-black-3/product/9315741/color/312541,ASICS,GEL-Nimbus® 22,$149.95 ,4Rated 4 stars out of 5,90%,85%,85%,Heel Height: 2 in,5Rated 5 stars out of 5,,
1588907090-7181,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=4,,https://www.zappos.com/p/on-cloud-2-0-all-black/product/8974387/color/8768,On,Cloud 2.0,$129.99 ,4Rated 4 stars out of 5,81%,92%,77%,Weight: 9 oz,,,"Nice fit, loved the style. However, and this is the big one: The interior material of these shoes are not quality. Cheaply made and on the whole not durable. Within only a month of owning them the heel upper fabric was shredding and across 9 months of wear (These can't be worn in winter due to the mesh) have shredded all over. They're comfy but don't stand up to normal use and look shoddy as heck. Total bummer. Don't buy if you like a pristine shoe. These wear out quick."
1588907812-10838,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=0,,https://www.zappos.com/p/new-balance-990v5-burgundy-navy-pigskin-mesh/product/9188289/color/830804,New Balance,990v5,$174.95 ,4Rated 4 stars out of 5,89%,88%,74%,Weight: 14 oz,5Rated 5 stars out of 5,,
1588907511-9192,https://www.zappos.com/men-road-running-shoes/CK_XARC81wEY0O4BIOruAcABAuICBQECAwQY.zso?s=bestForYou%2Fdesc&p=2,,https://www.zappos.com/p/nike-run-all-day-2-black-anthracite/product/9312412/color/3897,Nike,Run All Day 2,$65.71 ,4Rated 4 stars out of 5,91%,100%,80%,Weight: 9.6 oz,5Rated 5 stars out of 5,,
